Ratings,Reviews
2,food should not be send via EV. It was completely cold.
3,It is mentioned that it serves 2 but the quantity is only for the one so please change the details of the food
5,Firdaus was just awesome at serving us
5,"Absolutely loved it.The ambience is truly amazing. Especially the ground floor one.We tried both veg and non veg. We loved both. Delivery was on time.The staff were polite and friendly, Especially Miss Ritika (Thankyou for beautiful evening Ñ°) I loved the craft beer they have. Tasted really good. Must try if someone wishes too.Good for family as well."
1,The food is highly priced and doesnÇÑt taste at allÇ The sheek kabab was like some soaked wood .. very poor qualityÇ
5,Firdaus provided a great service. Had a lovely evening with great ambience and food.
5,I like the vibe and Ambience it's amazing and thanks to Abdul for a great service and food is delicious too I recommend people to visit this place it's great time to chill with your friends ∏°
5,"Great service! Milan was the waiter, very friendly"
5,"Came here after a long time, loved the experience! Firdos served us well!"
5,One of the best combos I have ever had. Really well made.
5,good service by pravash must try nachos it's so yummy
5,"I'm visit for 1st time in byg I'm really enjoyed the beautiful weather with fresh beer. very nice food drinks and ambiance. thanks koko for taking care of us. koko as very, Frank very friendly . definitely visit again with my family∏ ùùù"
5,"We have been here many times, everytime feels great time, the servers are very friendly Bunty is always helpful, love their ambiance as well as food, gonna visit soon again, hats off to all byg brewsky team"
4,Service was good and food was nice
5,by.mr. Ranjit very good service and very good food and drinks thanks.....
5,Bunty
4,Bunty service was good..
5,Aniket gave excellent service
5,very tasty food and drinks.thanks Bunty
5,
1,Food is very average. Service is poor.
1,Wrong order delivery. send a complimentary order as we were made to wait for 50 mins
4,
5,Abdul served us really well
5,Ranjit served the food quickly without any follow up & his entire Services was excellent
1,Very bad taste
5,@Vishnu has given nice service
5,Aniket helped us with the service and had awesome experience with friends
5,Milan was at good service. Love the place.
5,Milan was very good in service
5,Got a wonderful experience. Mr. Renjith provided us with good service. Satisfied!
5,good service and friendly behaviour
5,"We went for an early lunch. Aniketh was our server- super helpful and prompt. Absolutely loved the veg nachos, popcorn prawns, the mango tango and coolie. The fish tikka, soya pepper fry and mushroom pizza was avg. would def recommend for a relaxed family afternoon lunch/ brunch."
5,"I really liked the service, specially served by pintu"
1,the garlic bread was dry and without any flavor! it was hard as well which was totally against the expectations
5,Aniket gave superb service
5,Pintu was super helpful in navigating us through the beer menu. Highly recommended
5,Piyush sir is a remarkable staff memeber of this outlet
1,Dead flies on the food
5,Thanks to Vishnu for such an amazing service.
5,Roni arranged a bday cake for my friend and thanks a lot to his incredible service.
5,"This place is always special to me.. Celebrated my birthday with my fiance here.. had ordered caesar salad, mocktails & dessert. i was offered a complimentary mocktail too as it waz my birthday.. loved that sweet gesture ∏ç∏ç"
1,worst delivery
5,Piyush was super helpful.
5,I had a great time. Vishnu was really helpful.
1,Stale food
5,"Nice ambi, good service from Abdul"
5,"pravash served us well, food and ambience are good"
5,great ambience excellent service from Abdul
5,Vishnus servive was good
5,piyush was a very good host. Good food and service.
5,good service and food by aniket
5,Amrita and Aniket were very hospitable and we had great customer satisfaction
5,"Piyush,Good service"
3,small small bones in paste.
5,Biju was extremely helpful in helping curating a few veg dishes for my parents. Very well service.
5,"nice place, bunty was very helpful and nice."
1,I ordered veg biryani but I got chicken biryani instead.we are very orthodox about these things and I am very serious about this concern.
1,Worst experience till date in Bangalore. None of the food items ordered were good plus the beer was just average.Iron hill is far better than this and on top I would say even Macaw was better than this place.
2,"Made a reservation and arrived 5 min before but of no use. Was made to wait 30 minutes and then given a table next to the washroom. Told them I'll wait and was given another table after 15 min which was even worse. Because I was hungry, I took that table and was told by Ankita that I'll be given another table soon but she disappeared. Went to the reception and requested Ankita again for table change, was again told 5 min but no one bothered. Even the food/drinks service was delayed a lot, had to follow up so many times. So don't visit this place on weekends as they just don't care with the huge rush they have."
5,Vishnu goods and awesome
5,Good service by Bunty and good food
5,BuntyÇÑs service was good
5,Aakash 5 stars
5,Pintu was an amazing host. The service was great and the food was delicious
5,"Karina thanks! , nice vibes here"
1,Very bad in taste
4,chilli chicken was good. Noodles can be more delicious.
5,Great service by Akash! Excellent food
2,"maja nahi aaya, taste can be improved."
1,
1,sabzi was badparathas were good
5,Anikhet thank you great service
5,bunny in
5,Bunty provided good serviceFood and ambience is good
5,we like the service. abdul was very warm and his service was good.
5,Bunty great service food & ambiance
5,Bunty was really good!!
1,"Chilli Chicken and noodles smelled bad, it was cold."
5,good food and service by firdaus
1,burnt food
3,Raita provided was spoiled
5,Nice service by maniket Singh
5,"Aniket thanks for your best services , appreciate much , deserves best promotion"
5,Good service and food. Firdos was good here
5,The food was okay but kareena was very polite and helpful
1,worst taste
5,Pravesh gave big discount
4,The pond in the middle was stinking
5,nice ambience. Milan has been wonderful server.
5,"BuntyÇÑs service was excellent, had a good time"
5,Bunty recommended some delicious dishes and we loved the ambience! ùØ∏è
5,It was nice service from Abdul
5,Bunty was awesome.
5,Firdaus served us great thank you
5,bunny service was really good
2,
1,poor service
5,Amazing place. AbdulÇÑs service was very nice!
5,Bunti the food was good especially chicken Tikka and service was good and polite
4,Quantity of daal was a bit less
2,"Today i am very disappointed from byg brewski, the portion of food was almost half from another days."
3,Old daal
5,Bunty was exceptional in providing the hospitality
5,Akaash really was helpful in serving us. Nice ambience with natural beauty all around. Good food and drinks options
5,good service by pravash thank you
5,Had a great experience at big brewski and Milan was amazing at his service
5,akash
5,bunty was a great host. thanks for the service
2,"DoesnÇÑt taste like biryani, very spicy and feels like rice and veggies are cooked separately and then layered together"
5,Piyush served us well
5,Thanks Pintu For the service
5,All over good experience
5,"Good food, Pintu was great guy!"
5,Happy to get served by PiyushExperience has been fantastic.
3,"some of the food items were not cooked properly, very minimal choice in menu"
5,Food and ambiance is fantastic service given by Pintu .. was awesome
5,Good food and good service especially from Piyush
5,Koko was very nice and services provided were excellent .
5,Great service by Abdul
5,Thr food and ambience was great. Kareena from byg breswki was very friendly
1,nothing was good
5,Koko served us well Will visit again
3,"To The Manager, pls give proper instructions to your employees. And educate them, that if any instructions is given in the order, pls look into it. As my given instructions ignored. Didn't receive onions and lemon with it. Order should be inspected properly before delivery."
5,Bishnu served us well
5,Great service by Adbul. Absolutely loved the ambiance and the service!
5,Ranjit was a good host and took good care of us. The food and beers were great and the desserts were mind blowing
4,"KoKo , liked the ambience and service"
5,Vishnu did great service.
3,half cooked bad experiences
2,Was too dry even after warming it up... less cheese perhaps than usual Mac n cheese...
5,"awesome tried murg and paratha combo,, tastes like home. not oily rich.."
1,"Terrible experience..not at all recommended for family..slow service, under staff..food is below average πØ∏è"
5,I like the food and service was amazing
5,Vishnu was very polite
5,"Abdul was a fantastic server, very helpful!"
5,Pintu bhai was amazing.
5,One of the best in Sarjapur and Akash has served us really well. amazing hospitality.
5,"Bunty's service was good, satisfied with the overall experience"
5,Firdaus did an excellent job serving us!
5,Really had a good experience. Bunty was very kind.
5,Vibe here is pretty good do ask for Abdul best host you will ever had.
5,Really impressed with the service here and Mr. Vishnu was really helpful to us. Would definitely recommend coming here.
5,Pintu is a good waiter. Served well to us.
5,Bunty was really helpful
5,Great brewed beer with superb ambience! Bunty
5,Service by Vishnu was great!Very Polite and agile
5,Abdul who servers us was very kind and supportive we enjoyed
5,Karena
5,Aniket was nice and his service is really very good. Appreciate his behaviour for the quick response.
5,everything was great - Bunty
5,@ Pintu .. Thank you good service
5,Banty is very good and his service is great
5,Bunty great service
5,The service was good. Bunty has helped through the ordering process
1,"Tasted extremely bad, Was bland,chicken was undercooked, Adding salt didnÇÑt help,at one point couldnÇÑt eat it was feeling nauseous because the way it weirdly tasted"
3,Smallest burger ever
5,aniket is awesome!
5,Bunty is really good at service.
5,Shrestha
5,Abdul service was amazing
5,Bunty was great with servicing and helped us through ordering amazing food
5,Bunty did a great job ∏è
5,Bunty was a great help in service and accommodating the request
5,Portion was small but tasted good.
5,best
5,I love big brewski's food
5,Bunty bhai is the best
5,food was good and Abdul has provided very good service
5,"Great food, including onion rings and cuscous. Dev helped us a lot !!! ùØ∏è"
5,bunty was great
5,bunty provided good service
5,"Service is very good, firdaus and Bhupendra were very friendly"
5,Thank you Bunty for your amazing service.
5,bunty was phenomenal!! thank you. amazing ambience. will definitely come back again!
5,Abdul was good and quite nice
5,Bunty has served us well. Ambience is great!
5,The green city pizza is must and the creamy white saucy pasta is too creamy that you will crave it for again. Ambience is so good
5,Kareena was really helpful. Amazing brews
5,Bunty gave a fabulous service.
5,"hong kong chilli paneer, new England IPL was too good. Mr. Deb gave polite and wonderful hospitality."
5,Bunti is an amazing host
5,Chicken tikka & Brewski portion was excellent. Service by Debajyoti was fabulous. Keep it up
5,good job..food and drinks..bunty
5,Great service by Piyush and great food
5,"Delicious chocolate cake, thanks Dev"
5,"Bunty, ambience and service"
5,This time itÇÑs with Bunty. He has so kind and has been great host for the night
5,bunty had given a good hospitality and food is awesome.
5,karari roti was amazingamazing service by Deb
5,Bunty did a great service. Thank you so much. Appreciated.
5,Had a great time at byg brewski and aniket helped with a great service.
5,Liked the beers signature nachos and dev served very well
5,bunty took good care of us.. great experience ùØ∏è
5,Bunty treated us really well. Great food recommendations and very good hospitality. Looking forward
5,food was great. Piyush took good care of us
1,"A good place turning into extremely bad place.. many restaurants are doing good business and that going into their head.. I booked table and drove 12 kms to reach there and i am told that we donÇÑt have table, you can wait but table is not guaranteed.. such rude and careless behaviour.. it was my last time visiting byg brewsky"
5,Aniket served wonderfully
5,"bunty , very good service and behaviour"
5,Bunty has provided fabulous and amazing service. He is very decent boy in this bar and restaurant
5,Garden city pizza was good. Mr dev is a very nice and helped us alot
5,Firdaus very good service and good food
5,bunny great place
5,Bunty server us well
5,"bunty - drink , good and good service"
5,"it was really great experience awesome ambience, and really great service by Firdaus you deserve better position bro great job thanks man"
5,"Bunty gave awesome service, great food and ambience"
5,Amazing ....lemon pepprika chicken was too good. Really good service by Dev
2,Rice were half cooked
5,Habenaro grilled vegetables was the best: Name Dev Jyoti
4,I ordered a full plate hot black prawns of 12pcs but we received only half plate of 6 pcs Did not expect from a brand like byg brewski
5,"I ordered a orange carrot cold drink with some food, the drink was the worst, not at all cold"
4,"Fried rice taste was ok only, it tastes mostly like steamed rice"
4,"I liked the container and the way 2 items are kept separated in the container using banana leaf-that is very good and that note was very nice.The paneer could be a little better, it was less of taste and more of oil.Otherwise, awesome!"
5,loved the service. Aniket was very hospitable and polite.
2,no cutlery sent even after mentioning explicitly
5,Portion size is very small
5,Good service provided by Vishnu
5,Bishnu was given good service
5,Pizza is good
2,red pasta is not properly cooked
5,Vishnu was great at his duty. He served us well. Food was amazing. Overall great experience at Big brewsky
5,Bunty - great everything!
5,Firdaus service was quite good and on time.
5,Thank you Aniket for your awesome service.
1,Salt is too much in the food
5,abdhul provided good service
1,12 pieces are mentioned in description but received only 6 in order
5,Great food and beautiful place. We had a jolly good time with friends. Mr.Bunty was very attentive and gave excellent service.
5,Good service with prompt action by Bunty and Iqbal.
5,Vishnu
5,Bunty is connected well with us and serve well throughout the day. thanks
5,Bunty was awesome with the service and deciding the menu.
5,Excellent service by Vishnu
5,The food was good and shout out to bunty for serving with care
2,Horrible delivery experience. Please refer to the chat with support staff for details. Will think twice before using Zomato again.
1,Food is cold
5,Pintu served us very well
3,
5,"food was good but not hot , it was cold"
5,Akash provided nice service
1,Nachos were too oily. Salsa dip was sour and stable
5,Bunty is very polite server
5,"It is a really good place to chill, the staff is quite friendly, and the service is amazing, Bunty from byg brewski served us really well."
1,"I ordered pasta but the delivery guy took more than 1 hour to deliver the order by the time food was not in a condition to eat , literally I had throwed it in dustbin."
1,Food received in cold condition
5,Great service by Bunty
5,Good service by Piyush
4,Abdul was attended us and he is very polite and humble. I recommend to visit this place.
5,Thanks Piyush for making sure we had a great time.
5,nice ambiance service is great by Mr vishnu
5,"Cozy and good ambiance, Firdos was very kind and helpful."
3,"should add more dal, rice was excess in comparison to dal"
5,Bunty served well
5,food was good.. ambience is great.
5,Excellent food excellent service by Bunty
5,Bunty was very good. quick service.
3,the ranch pizza got smudged!
5,bunty was excellent server
5,bunty service is very good
4,good service aniket
5,good food. but not spicy at all. it would have been better with some spicy chutney as an add on
5,"Good service by Bunty, thanks"
1,poor biriyani
5,I went Byg Brewski yday and first time experienced that food now today I ordered from here and it is awesome and authentic.
5,good food. great service by Vishnu.
5,Nice place to hangout and great food loved it Service was good special thanks to pravash for the hospitality made my evening
5,Firdaus was fabulous and provided a great service. must visit restaurant.
5,prabhass is outstanding here. He was very customer friendly and helpful. Thank you
5,"very good service, mr. bunty is at his best servicing food till bill payment. took care of us at vis best"
5,"Green goblet pizza was good, Dev was server who was very kind and helped with the food selection."
5,Food was really good. we really enjoyed the cilantro chicken. Deb was a great waiter.
5,Prabhas was really good with the service
5,Vishnu served great
3,Chicken Fried Rice doesn't have egg.
5,"Love this combo from Byg BrewÇ, Hats off to chef for wonderfulYummy preparations . This is my 3rd order till now. Happy tummy ∏†∏"
1,ItÇÑs 2 days foods not fresh cooked food. Very bad.
4,Portion size should be little much
5,Bunty gave a great service. Will visit again.
5,food service was really good from pintu
5,Very good ambience Biju was excellent
5,"good food, and ambience. Abdul served really well"
5,Food and drink is very good ambiance is very good by mr Vishnu is great service
5,Thanks to Bunty for the amazing service . the food and ambience is really nice
5,"Bunty, it was very good service and food experience. Loved it"
5,"Great place for get together and parties with friends, great service by Pravash..."
5,Bunty. good service
5,Firdaus and Amrendra were really hospitable and friendly. Really recommend Byg brewski to everyone.
5,aniket very good service
5,Bunty gave us a good service
5,Good bunty
5,great service from Akash
5,"Prabash was of great service, really enjoyed like always"
5,firdaus helped us with the orders and was really cordial
5,the food and ambience was great. service by akash was amazing with anything we needed
5,Akash provided excellent service
5,Bunty was a good attendant
5,Abdul
5,awesome food and drinks. bunty took good care of us. cheers
5,Thanks for the great service Aakash
5,"Bunty was good in service, nice ambience"
2,very bad food
5,bunny is really professional and jovial
5,Prabhas was great at service
5,Aniket was professional and punctual at the service .
5,Good food and service ; Prakash was really nice
5,Good service by Bunty and Tarun
5,It was an amazing experience. Bunty did an excellent service. Food and drinks were amazing
5,aniket was very helpful
5,bunty gave good service.
1,Lachha paratha was not cooked properly. It was too thick . Also the quantity of gravy was as very less
4,"vegetables in the fried rice seemed to be raw and crunchy while chewing. If they are cooked properly, it would have been better."
1,rotten paneer delivered
1,there is missing my extra pratha
5,Akash was a good server.
5,Akash served us well
1,"Everything write from the start was terrible. The food was undercooked, waiters were totally unattending. We had to ask multiple times for stuff. Also who hell charges 105 rs for a regular water bottle."
5,Serive was excellent. Akash was very helpful and polite. Thanks
5,Good food and ambience. We were served well by Akash!
5,The chicken curry was so yummy and delicious.Thank you so much.Hoping for get it again.Lots of loveùØ∏è
4,Aakash served well though food was normal
5,Great service by Abdul!
5,Prakash
5,Aakash was quick and really served fast.
5,Great food and a big shout out to Abdul for his amazing service!
5,bunty's service was excellent and ambitious is awesome ∏Ω
5,Great place. Good service by Abdul
5,Very nice ambience.Akash served us well and was very polite.
5,akash was very kind and served us very well
5,"Good ambiance,Piyush was very helpful"
5,Akash was wonderful. please visit. amazing place
4,prabhas
5,"Bunty attended us , he is very polite and gentleman."
5,Akash was very kind
5,Bunty was good with his service
5,Aakash service was amazing guided us very well he is rockstar for us
5,Thanks Bunty
5,Prabhas served us well kudos
5,"great service, nice food .. special mention for Prabhas for prompt service"
5,"Service by Abdul was good , he cordially served food to us and service was quick"
5,Awesome service by Bunty. Food and ambience was great as always
5,Roni das
5,Bunty provided good service to us ...thanks a lot
5,Vishnu was excellent
1,Completely dry pizza. No cheese nothing. Not expected this
1,tasteless
5,Tawa paratha was very soft and matar paneer was delicious
1,"I don't understand why a delivery partner who was 14km away from the restaurant opted to deliver. It was pain for him as well as for us, as we got cold food delivered to us. It was not something which we could have reheated in Microwave."
3,food quality
1,Ordered pizza was ice cold. Seemed like not freshly prepared
5,good food and service by lokesh
5,Bunty gave excellent service to us.
5,Service was extraordinarily good! Mr. Firdaus was very friendly and loved the service! Thank you
5,Vishnu was an awesome host! And the performance from the staff was amazing! Food and drinks are to die for!
5,"bunty, ambience service"
5,Bunty did an amazing service and ensured that we had a good experience.
5,Bunty is very good with his service. Ambience is very good.
5,"Bunty servee us food,very friendly. Thanks"
5,The food has been very nice. we came here for my son's birthday. Firdouse has been really courteous and the service was great. we really enjoyed the evening.
5,Very nice place to hangoutÇfirdaus is very helpful while ordering food
5,We had a great time at Big BrewskiHad awesome food and drinks Vishnu was so grate and coordinated so well to organise the party A big cheers to Vishnu and Big Brewski
5,Good food and service. Firdaus's service is good
5,amazing taste
1,in checan fried rice chicken is not there and chicken chicken garlic is too much it feels like am eating garlic instead of chicken
5,Awesome ∏è Superb taste. Loved it ∏ç
4,It was definitely good but not the best pasta and not value for money as well.
5,had a great experience here. good service from mr. bunty
5,Thanks
5,Prabash had us a very great time here and food was amazing
5,I liked the prompt service by Vishnu and the food here
5,Bunty the guy who was serving was very nice. Food was really tasty
5,Fridus is a awesome host foe us every time we visit here
5,thank you bunty
5,Bunty gave very good service. Very attentive and prompt
5,Bunty - Thank you for great service. kudos to you !!
5,"Pravash, thank you for the great service"
5,Good service @firdaus
5,Akash has served very well
3,I got only one parantha
5,was a good experience and service was also done well by Firdaus
5,Thanks Firdous for the awesome evening.
5,Good Ambience Vishnu
5,PintuÇÑs service was amazing ùØ∏èùØ∏èùØ∏è
5,Good food and service
1,"Half cooked cold pasta was delivered. If restaurants canÇÑt maintain the quality of food in home delivery, they should stop taking home delivery orders."
1,"Received spoiled rasmalai, never expected this kind of service from BYG"
1,The orange juice had turned bitter and zingy. Not sure if it was pre-made.
1,Food is cold like ice.
5,"Had one of the best matar paneer in my recent food hunts in bangalore. The matar paneer was well cooked, paneer was soft and the entire meal was flavoursome. The only thing that went wrong was that they missed sending cutlery, but I guess this was intentional since the food was finger licking good."
1,"Took 1.5 hours to be delivery, food had also gone cold"
5,Good service by Abdul
2,the food was not tasty
5,We had a wonderful experience. Naga pork bao was specially amazing. Our server Sanjay was very helpful and good with food recommendations. Good place to spend an evening.
5,Great service by Vishnu
5,prabhash is very polite and professional
5,Pravash
1,"too cold pizza, did not expect it. and it took 74 mins to deliver to my place. what disgusting"
5,Akash has been a great host!
5,Had a nice cocktails and pizza. Service was excellent by Sanjay. Great experience
5,Great service by Prabhash
1,Food arrived half an hour late due to clubbing of multiple deliveries
5,Aniket was really helpful on deciding what to get
1,the driver insisted me to come to get the order instead of delivering to my doorstep. very rude. didn't like the experience.
5,Good servicE from Biju∏Ñö
5,Prompt service by Aniket :)
5,Great service b Vishnu.
5,fantastic ambience - thanks to prabash
1,Pathetic taste. order thai curry with rice and Alfredo pasta today. here's my feedback:Thai curry tasted like roadside stall curry. not even close to 20% of thai . Alfredo pasta was tasteless with least amount of cheese. I paid extra for exotic vegetables but there was none. They simply ruined the lunch.
5,"The panneer curry was really delicious , the paneer was so soft and tasty. The two chappatis were just enough and filling. "
1,"ordered veg biriyani, started eating and found chicken pieces. this was really bad experience for me."
5,Prabash services were good
5,Pravash was very courteous and quick in service
1,Pasta was moot up to the mark. Did. It like the taste.
5,Great service & Abdul really took care of everything
5,Bunty provided a good service
5,Nice service by Pintu.. I'll love to visit again.
5,Great service by Aakash
2,"Garlic bread, which used to be really good from Byg Brewski has turned to crap!"
5,vishnu is great person. takea care of guest really well
5,thai chilli chicken and mushroom was amazing. server dev served well.
5,Very good service and experience. Piyush was really attentive.
5,Potato soya fry was good
5,Good service from Biju
5,Loved the hospitality. Prabhas was very courteous.
5,Pravesh was really helpful. Great ambiance and an amazing service. Food was really good too.
5,Great Service..special appreciation for Mr. Firdaus
5,good food @firdaus
